period_name,origin_name,destination_name,product_name,transport_mode,lane_status,mode_selection_rule,variable_transport_cost,variable_transport_cost_basis,transport_time,transport_time_basis,distance,distance_basis
,SUP_103,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_103,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_303,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_120,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_88,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_177,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_151,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_307,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_74,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_125,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_128,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_GRAND_RAPIDS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_DAYTON,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_NASHVILLE,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_365,ODC_RAMOS,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_413,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_413,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_413,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_413,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_413,DC_HAMTRAMCK,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_413,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_413,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
,SUP_413,ODC_DETROIT,,,Include,To Optimize,1,quantity-distance,,,,
